205.0,0.0,205.0.1,9.053445424441255,0.0.1,300,0.0.2,0,False
2.4,2.4,4.8,2.7509775004326937,0.2,5,0.2,2,False
22.266666666666666,7.6,29.86666666666667,5.914218706962752,0.0,15,0.0,4,False
10.0,0.0,10.0,0.0,0.0,1,0.0,5,False
12.333333333333336,22.33333333333333,34.666666666666664,2.2597970198453052,0.0,3,0.0,7,False
2.5,0.5,3.0,2.6699250014423126,0.0,6,0.3333333333333333,9,False
6.333333333333332,3.333333333333333,9.666666666666666,2.2641944239526857,0.0,3,0.0,12,False
17.444444444444443,12.666666666666664,30.11111111111111,3.87251997635528,0.0,9,0.1111111111111111,0,False
5.333333333333333,1.6666666666666667,7.0,1.905840216566328,0.0,3,0.6666666666666666,1,False
13.8,3.1,16.9,4.168851962427128,0.1,10,0.1,15,False
1.0,1.0,2.0,0.0,1.0,1,1.0,16,False
15.0,4.0,19.0,3.4854653760809446,0.0,4,0.5,18,False
59.5,7.0,66.5,2.549668807789563,1.0,2,0.5,19,False
10.571428571428571,3.8571428571428568,14.428571428571427,3.5585263908715845,-0.2857142857142857,7,0.2857142857142857,1,False
8.0,0.3333333333333333,8.333333333333334,3.5742141039604083,0.5,6,0.16666666666666666,4,False
23.0,0.5,23.5,1.2888981214194812,0.0,2,0.0,20,False
18.6,2.0,20.6,2.7568458651875627,0.0,5,0.0,4,False
58.28571428571429,28.714285714285715,87.0,6.402028231156653,0.5,14,0.42857142857142855,5,False
82.58,71.54666666666667,154.1266666666667,11.634047979425574,0.0,300,0.0,23,False
41.16666666666666,0.16666666666666666,41.333333333333336,3.703524001509981,0.8333333333333334,6,0.16666666666666666,25,False
5.5,0.0,5.5,1.005986320833038,0.0,2,0.0,27,False
2.0,0.0,2.0,1.2075187496394222,6.0,2,1.0,28,False
23.0,25.0,48.0,0.0,0.0,1,1.0,30,False
7.0,7.75,14.75,2.2395864211634176,1.75,4,1.25,32,False
22.394736842105264,1070.0263157894738,1092.421052631579,11.620998198312053,1.2105263157894737,38,0.2894736842105263,7,False
18.95833333333333,12.5,31.45833333333333,5.638195025979506,0.125,24,0.08333333333333333,5,False
3.1538461538461537,4.307692307692308,7.461538461538463,3.9797814033670806,0.0,13,1.1538461538461535,6,False
11.352941176470587,7.0588235294117645,18.41176470588235,4.984148940611262,0.8823529411764706,17,0.8235294117647058,7,False
7.571428571428571,6.857142857142858,14.428571428571427,4.3965396114354665,2.7142857142857144,7,1.0,9,False
31.0,27.0,58.0,0.0,0.0,1,0.0,8,False
13.0,12.0,25.0,0.0,5.0,1,1.0,10,False
10.428571428571429,2.2857142857142856,12.714285714285715,4.06218803620812,1.7142857142857142,7,0.5714285714285714,11,False
4.666666666666667,2.333333333333333,7.0,2.6690090889646565,0.0,3,0.6666666666666666,12,False
5.666666666666668,4.333333333333333,10.0,1.6552614282206957,0.0,3,0.6666666666666666,13,False
15.55,9.1,24.65,5.900879236361058,2.7,20,0.35,15,False
18.6,3.4,22.0,2.7187140157842173,2.2,5,0.2,16,False
1.0,1.0,2.0,0.0,0.0,1,0.0,10,False
29.63157894736842,9.157894736842103,38.78947368421053,5.952361592686883,6.526315789473684,19,0.9473684210526316,12,False
9.322580645161288,2.129032258064516,11.451612903225806,6.117214444666339,2.161290322580645,31,0.41935483870967744,36,False
3.25,2.0,5.25,2.3812188929391467,0.0,4,0.25,14,False
19.0,6.666666666666668,25.66666666666667,3.668121579425714,3.0,6,0.6666666666666666,15,False
1.3333333333333333,0.5,1.8333333333333333,2.695271201850438,7.166666666666668,6,1.0,17,False
15.857142857142858,3.571428571428572,19.428571428571427,4.671155481786514,7.2857142857142865,7,0.7142857142857143,19,False
33.714285714285715,27.714285714285715,61.42857142857143,4.419223188620198,2.4285714285714284,7,0.42857142857142855,20,False
5.045454545454546,1.4545454545454546,6.5,4.8526679958676775,1.681818181818182,22,0.18181818181818185,21,False
215.1818181818182,0.18181818181818185,215.3636363636364,5.316763098123476,1.5454545454545454,11,0.09090909090909093,17,False
19.142857142857142,5.142857142857143,24.285714285714285,3.430436032737003,0.0,7,0.0,20,False
7.666666666666668,8.333333333333334,16.0,2.9145534155800714,0.0,3,1.0,22,False
5.125,7.875,13.0,3.7829584677805137,4.875,8,1.125,38,False
54.33333333333334,0.0,54.33333333333334,2.803035601849857,0.0,3,0.0,21,False
3.0,0.6666666666666666,3.6666666666666665,1.6854555870081764,0.0,3,0.3333333333333333,22,False
2.5,2.0,4.5,1.0089609539986313,0.0,2,0.0,23,False
12.6,9.3,21.9,4.099184393292171,5.4,10,0.4,5,False
29.904761904761905,36.23809523809524,66.14285714285714,6.133910168375611,1.9523809523809523,21,0.3333333333333333,41,False
1.0,1.0,2.0,1.5849625007211563,4.333333333333333,3,1.0,44,False
12.655172413793107,7.724137931034483,20.379310344827584,5.689218274317646,2.827586206896552,29,0.5517241379310345,23,False
29.0,18.0,47.0,0.0,0.0,1,0.0,45,False
8.5,5.5,14.0,3.3073549220576037,2.1666666666666665,6,0.16666666666666666,46,False
13.75,2.25,16.0,2.9971931861441865,0.5,4,0.5,24,False
40.66666666666666,5.0,45.66666666666666,1.9948732983468247,2.333333333333333,3,1.0,27,False
9.217391304347826,6.130434782608695,15.347826086956523,5.257671405910894,11.521739130434785,23,1.0869565217391304,28,False
23.5,5.0,28.5,2.509342528259578,0.0,4,0.25,49,False
12.333333333333336,1.0,13.333333333333336,1.8050124997596144,17.333333333333332,3,1.0,24,False
3.0,0.0,3.0,0.0,2.0,1,1.0,9,False
6.0,0.0,6.0,0.0,5.0,1,1.0,10,False
8.0,0.5,8.5,1.6340175434460802,2.0,2,1.5,11,False
10.0,11.5,21.5,1.0935967961095097,0.0,2,2.0,12,False
9.0,5.0,14.0,3.250359249209417,13.5,6,0.8333333333333334,13,False
12.25,6.5,18.75,3.121728647319808,14.25,4,1.25,14,False
15.166666666666664,10.166666666666666,25.33333333333333,2.8876113419470566,12.833333333333336,6,1.8333333333333333,33,False
3.75,2.0,5.75,2.400598681974594,6.5,4,1.0,34,False
29.83333333333333,30.33333333333333,60.16666666666666,4.781476866440541,0.8333333333333334,6,0.6666666666666666,54,False
4.0,1.0,5.0,0.0,0.0,1,1.0,56,False
52.0,38.0,90.0,3.0454013741144927,0.6666666666666666,3,0.3333333333333333,58,False
20.0625,15.5625,35.625,5.442109981916479,10.9375,16,1.25,35,False
29.29166666666667,24.91666666666667,54.20833333333334,6.902447321992671,12.708333333333336,24,1.0416666666666667,36,False
4.0,3.75,7.75,2.1126157568254214,14.0,4,1.75,37,False
75.0,64.0,139.0,0.0,0.0,1,1.0,64,False
