From File,To File
AndroidLiveWallpaperService.java,AndroidWallpaperListener.java
AndroidLiveWallpaperService.java,Application.java
AndroidLiveWallpaperService.java,ApplicationListener.java
AndroidLiveWallpaperService.java,Gdx.java
AndroidLiveWallpaperService.java,Graphics.java
AndroidLiveWallpaperService.java,GdxNativesLoader.java
AndroidMouseHandler.java,DefaultAndroidInput.java
AndroidMouseHandler.java,Application.java
AndroidMouseHandler.java,Gdx.java
AndroidMouseHandler.java,Graphics.java
AndroidMouseHandler.java,Pool.java
AndroidMusic.java,AndroidAudio.java
AndroidMusic.java,Application.java
AndroidMusic.java,Music.java
AndroidMusic.java,Gdx.java
AndroidNet.java,AndroidApplicationBase.java
AndroidNet.java,AndroidApplicationConfiguration.java
AndroidNet.java,Net.java
AndroidNet.java,NetJavaImpl.java
AndroidNet.java,NetJavaServerSocketImpl.java
AndroidNet.java,NetJavaSocketImpl.java
AndroidNet.java,ServerSocket.java
AndroidNet.java,ServerSocketHints.java
AndroidNet.java,Socket.java
AndroidNet.java,SocketHints.java
AndroidNet.java,GdxRuntimeException.java
AndroidOnscreenKeyboard.java,AndroidInput.java
AndroidOnscreenKeyboard.java,Input.java
AndroidPreferences.java,Preferences.java
AndroidSound.java,Sound.java
AndroidSound.java,IntArray.java
AndroidTouchHandler.java,DefaultAndroidInput.java
AndroidTouchHandler.java,Application.java
AndroidTouchHandler.java,Gdx.java
AndroidTouchHandler.java,Graphics.java
AndroidTouchHandler.java,Input.java
AndroidTouchHandler.java,Pool.java
AndroidVisibilityListener.java,AndroidApplicationBase.java
AndroidVisibilityListener.java,Application.java
AndroidWallpaperListener.java,ApplicationListener.java
AndroidZipFileHandle.java,AndroidFileHandle.java
AndroidZipFileHandle.java,AndroidFiles.java
AndroidZipFileHandle.java,ZipResourceFile.java
AndroidZipFileHandle.java,FileHandle.java
AndroidZipFileHandle.java,File.java
AndroidZipFileHandle.java,FileFilter.java
AndroidZipFileHandle.java,FilenameFilter.java
AndroidZipFileHandle.java,Files.java
AndroidZipFileHandle.java,Gdx.java
AndroidZipFileHandle.java,GdxRuntimeException.java
APKExpansionSupport.java,ZipResourceFile.java
APKExpansionSupport.java,File.java
DefaultAndroidAudio.java,AndroidApplicationConfiguration.java
DefaultAndroidAudio.java,AndroidAudio.java
DefaultAndroidAudio.java,AndroidAudioDevice.java
DefaultAndroidAudio.java,AndroidAudioRecorder.java
DefaultAndroidAudio.java,AndroidFileHandle.java
DefaultAndroidAudio.java,AndroidMusic.java
DefaultAndroidAudio.java,AndroidSound.java
DefaultAndroidAudio.java,FileHandle.java
DefaultAndroidAudio.java,File.java
DefaultAndroidAudio.java,Audio.java
DefaultAndroidAudio.java,AudioDevice.java
DefaultAndroidAudio.java,AudioRecorder.java
DefaultAndroidAudio.java,Music.java
DefaultAndroidAudio.java,Sound.java
DefaultAndroidAudio.java,Files.java
DefaultAndroidAudio.java,GdxRuntimeException.java
DefaultAndroidInput.java,AndroidApplicationConfiguration.java
DefaultAndroidInput.java,AndroidGraphics.java
DefaultAndroidInput.java,AndroidInput.java
DefaultAndroidInput.java,AndroidMouseHandler.java
DefaultAndroidInput.java,AndroidTouchHandler.java
DefaultAndroidInput.java,InterruptedException.java
DefaultAndroidInput.java,Thread.java
DefaultAndroidInput.java,Application.java
DefaultAndroidInput.java,Gdx.java
DefaultAndroidInput.java,Graphics.java
DefaultAndroidInput.java,Input.java
DefaultAndroidInput.java,InputProcessor.java
DefaultAndroidInput.java,IntSet.java
DefaultAndroidInput.java,Pool.java
InputProcessorLW.java,InputProcessor.java
FillResolutionStrategy.java,ResolutionStrategy.java
FixedResolutionStrategy.java,ResolutionStrategy.java
GLSurfaceView20.java,ResolutionStrategy.java
RatioResolutionStrategy.java,ResolutionStrategy.java
ZipResourceFile.java,EOFException.java
ZipResourceFile.java,File.java
ZipResourceFile.java,FileNotFoundException.java
ZipResourceFile.java,RandomAccessFile.java
ZipResourceFile.java,Buffer.java
ZipResourceFile.java,ByteBuffer.java
ZipResourceFile.java,ByteOrder.java
ZipResourceFile.java,FileChannel.java
HeadlessApplication.java,HeadlessApplicationConfiguration.java
HeadlessApplication.java,HeadlessApplicationLogger.java
HeadlessApplication.java,HeadlessFiles.java
HeadlessApplication.java,HeadlessNativesLoader.java
HeadlessApplication.java,HeadlessNet.java
HeadlessApplication.java,HeadlessPreferences.java
HeadlessApplication.java,MockAudio.java
HeadlessApplication.java,MockGraphics.java
HeadlessApplication.java,MockInput.java
HeadlessApplication.java,TimeUtils.java
HeadlessApplication.java,InterruptedException.java
HeadlessApplication.java,Thread.java
HeadlessApplication.java,Application.java
HeadlessApplication.java,ApplicationListener.java
HeadlessApplication.java,ApplicationLogger.java
HeadlessApplication.java,Audio.java
HeadlessApplication.java,Files.java
HeadlessApplication.java,Gdx.java
HeadlessApplication.java,Graphics.java
HeadlessApplication.java,Input.java
HeadlessApplication.java,LifecycleListener.java
HeadlessApplication.java,Net.java
HeadlessApplication.java,Preferences.java
HeadlessApplication.java,Array.java
HeadlessApplication.java,Clipboard.java
HeadlessApplication.java,GdxRuntimeException.java
HeadlessApplication.java,ObjectMap.java
HeadlessApplicationLogger.java,ApplicationLogger.java
HeadlessFileHandle.java,HeadlessFiles.java
HeadlessFileHandle.java,FileHandle.java
HeadlessFileHandle.java,File.java
HeadlessFileHandle.java,Files.java
HeadlessFileHandle.java,GdxRuntimeException.java
HeadlessFiles.java,HeadlessFileHandle.java
HeadlessFiles.java,FileHandle.java
HeadlessFiles.java,File.java
