2f7404fa4ca6de8683dbeb75f732cd4ad7235395,61a535179ea142718ca975dfc3e89df70dabf428,108349503.0
33d4abd619d2045140be864a74ccd862fcccc662,cc582b21399d354f9c3585c92f962f860c9ad0bb,69462495.0
b9f716d1db20b426a7ec289fc4d79b809c01e768,46f2e2ddf7d749d9f311d0fc88ec358b8186b26b,11050981.0
b9f716d1db20b426a7ec289fc4d79b809c01e768,822e8d1de2377c5bd581e590ab78b2bc41d7a755,33377933.0
b9f716d1db20b426a7ec289fc4d79b809c01e768,dfda0f0505fcb870213af30f9dd25dc8db73e5c7,98561192.0
8bf22da9663925fcd126cf622ed663ef4025f05f,50e684841f2b61d4363b444529a3e4507acb6287,45977864.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,7140d87e131c800f8832a0ad6b35e825f5e9383a,85433078.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,c88f9f55a523f128f0e4dace76a34724bfa1e88c,69468604.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,f0e05d561147458e3a10b4806e24d0752dfd5d4b,84303242.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,d153b6000977e5e36448e4faf1a5c602c461057f,85536363.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,28b093814080fae3e6f97e1a5cafdb9f37a9c897,28630405.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,b9463b2f74df42d85c73715a5f19e005dfb7b802,13495448.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,950d24cafcc49221a26dc04188970cd340421e1d,73452869.0
2956d1d317f337a1fcc04901471a9e7e04e3c942,83569e4fc35ecbe7a0040390a1f66b814833173b,75694290.0
4243f016ce2f5092b4d553666e75089d72483542,070e4c1cc09d6ba083fb9996ecc8dcc15a43a4ff,8701119.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,3f5c948137943648bdeecf236b065c18c98b2a93,56532233.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,32d1b303824cc9685550d48afc28579c47fa5f36,94941587.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,ae9621c126e816ebcbd857d64cff703d09d76be5,75179534.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,ebc029b7546f42dcb28e41de6083e236dc9d4d2d,8533743.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,6fd769a8b768028dc1f28111192fe3456bc52260,96163156.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,1f90ac617b9a28a22cef73a12cfcd38185f5d38c,97355470.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,f27d038e3a142762abaa9155080c1d435fbb576b,12303173.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,08e7ef9cbcc7d2b52b0eb6d1391e2c44cb25f913,51000999.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,2f51b0a4ce571110acbd1caace797ee771027af7,59882745.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,1377a2ad53622279edb99444847298abf050a4b7,38939150.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,822e8d1de2377c5bd581e590ab78b2bc41d7a755,32069406.0
9b7857d0344d7ed0c4846cdc0004a46a1a23910e,242dab5d5e12cec626c819f8adaefe169d7cb398,67656508.0
64d4b3cbc43ca52b6b5784d3093637f7ada9bdde,bc9e9c3e3ffd9297d6266431208ccaff8acc0d02,42800930.0
b1220d7f57d49229875311d3164ee99480eca01e,35f5ec9d14dd94e7ef68a53c4f4d2c214f347912,681572.0
41b72d29ccb1c9da4542d215476aa7ef36d04629,8d7b697f3ba69b3786eb785ea347a4e597442c4d,3201572.0
d28d0a8d85a0461baa1cb29aec8dd813384f2ee1,8d7b697f3ba69b3786eb785ea347a4e597442c4d,12368.0
8d7b697f3ba69b3786eb785ea347a4e597442c4d,82dc6605fb3d06bf51be2e2f6097f3eee1f32d22,59807119.0
8d7b697f3ba69b3786eb785ea347a4e597442c4d,b23e9353ed4e3256379d660cb09491a69b21affb,67021642.0
ffba95f812d11cb7e27a884f40ef251553115adc,50a13f92db5a8a95ffbeb2249d4d7037e2e3beb7,39214877.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,08e7ef9cbcc7d2b52b0eb6d1391e2c44cb25f913,42467256.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,202d028cba02ad1716d10ee5658e3c11527cc5ed,66988392.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,32d1b303824cc9685550d48afc28579c47fa5f36,86407844.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,c240f160e4346d57d9ba3b0b3c08da687812922f,74827333.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,c54bf579228c15b3b4f673b7d1bbc48d1327db06,43415697.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,aaccb4785a459ebb533503299b9b35fb21d5f705,25014207.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,268e9482887b8c031ee47b3b8cf1b950c9be7b2d,79931244.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,ad3812dd6858baf7a2e1d6ccbdccf4cb3692277d,35206608.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,0c6f7671f35af188bcfd7cf84f9c46f72a25ccff,86908162.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,4e473d9a9eae102902052309f4643698cff7bfea,75096610.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,9a9eac3d8654900f5eeef71acc4732ab36d940bd,5478874.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,f998b647db185031273998cc91735b93c289932c,87170299.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,57925799bf064d09c0e9ca5af0c095cdb4130ba4,3041147.0
ebc029b7546f42dcb28e41de6083e236dc9d4d2d,6c291c5b40bc4ae7b23bc332a512133217746fd2,82419679.0
